location,breakOutCategory,breakOut,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize
Maine,Maternal Age (3 Levels),20-29 yrs,FALSE,69.3,64.7,73.6,388
Georgia,Maternal Age (3 Levels),20-29 yrs,FALSE,77.3,71.5,82.2,548
Washington,Maternal Age (3 Levels),20-29 yrs,FALSE,69.8,65,74.1,429
Colorado,Maternal Age (3 Levels),20-29 yrs,TRUE,26.8,23,31,250
Georgia,Maternal Age (3 Levels),20-29 yrs,TRUE,22.7,17.8,28.5,114
Washington,Maternal Age (3 Levels),20-29 yrs,TRUE,30.2,25.9,35,168
Rhode Island,Maternal Age (3 Levels),20-29 yrs,FALSE,71,66.6,75,405
Hawaii,Maternal Age (3 Levels),20-29 yrs,FALSE,78.7,74.7,82.3,575
Missouri,Maternal Age (3 Levels),20-29 yrs,TRUE,23.5,20.2,27.2,167
Wyoming,Maternal Age (3 Levels),20-29 yrs,FALSE,66.7,61.2,71.8,281
New York City,Maternal Age (3 Levels),20-29 yrs,FALSE,78,73.7,81.8,445
Pennsylvania,Maternal Age (3 Levels),20-29 yrs,FALSE,75.6,71.4,79.3,390
Arkansas,Maternal Age (3 Levels),20-29 yrs,TRUE,19.7,15.6,24.6,160
Wisconsin,Maternal Age (3 Levels),20-29 yrs,TRUE,29.9,25.3,34.9,196
New Jersey,Maternal Age (3 Levels),20-29 yrs,FALSE,69.4,65,73.4,409
Oklahoma,Maternal Age (3 Levels),20-29 yrs,FALSE,77.8,73.1,81.8,818
Utah,Maternal Age (3 Levels),20-29 yrs,TRUE,32.1,28.6,35.8,268
Michigan,Maternal Age (3 Levels),20-29 yrs,FALSE,75.1,71.6,78.4,687
Utah,Maternal Age (3 Levels),20-29 yrs,FALSE,67.9,64.2,71.4,546
Oklahoma,Maternal Age (3 Levels),20-29 yrs,TRUE,22.2,18.2,26.9,272
New Jersey,Maternal Age (3 Levels),20-29 yrs,TRUE,30.6,26.6,35,165
Rhode Island,Maternal Age (3 Levels),20-29 yrs,TRUE,29,25,33.4,173
New York City,Maternal Age (3 Levels),20-29 yrs,TRUE,22,18.2,26.3,141
New Mexico,Maternal Age (3 Levels),20-29 yrs,FALSE,76.9,73.9,79.7,595
Maryland,Maternal Age (3 Levels),20-29 yrs,TRUE,20.1,15.3,25.9,92
New Mexico,Maternal Age (3 Levels),20-29 yrs,TRUE,23.1,20.3,26.1,181
Oregon,Maternal Age (3 Levels),20-29 yrs,TRUE,27,23,31.4,240
Delaware,Maternal Age (3 Levels),20-29 yrs,FALSE,78.4,74.6,81.8,406
Delaware,Maternal Age (3 Levels),20-29 yrs,TRUE,21.6,18.2,25.4,116
Massachusetts,Maternal Age (3 Levels),20-29 yrs,TRUE,27.1,22.6,32,178
West Virginia,Maternal Age (3 Levels),20-29 yrs,TRUE,22.6,19.5,26,211
New York (excluding NYC),Maternal Age (3 Levels),20-29 yrs,FALSE,73.4,68,78.1,329
New York (excluding NYC),Maternal Age (3 Levels),20-29 yrs,TRUE,26.6,21.9,32,132
Minnesota,Maternal Age (3 Levels),20-29 yrs,FALSE,68.2,64.3,71.8,509
Oregon,Maternal Age (3 Levels),20-29 yrs,FALSE,73,68.6,77,670
Wyoming,Maternal Age (3 Levels),20-29 yrs,TRUE,33.3,28.2,38.8,125
Missouri,Maternal Age (3 Levels),20-29 yrs,FALSE,76.5,72.8,79.8,529
Michigan,Maternal Age (3 Levels),20-29 yrs,TRUE,24.9,21.6,28.4,200
Pennsylvania,Maternal Age (3 Levels),20-29 yrs,TRUE,24.4,20.7,28.6,145
PRAMS Total,Maternal Age (3 Levels),30+ yrs,FALSE,56.1,54.9,57.4,8386
PRAMS Total,Maternal Age (3 Levels),30+ yrs,TRUE,43.9,42.6,45.1,6330
Wyoming,Maternal Age (3 Levels),30+ yrs,FALSE,55,47.3,62.5,128
Vermont,Maternal Age (3 Levels),30+ yrs,TRUE,53,48.5,57.4,262
New Jersey,Maternal Age (3 Levels),30+ yrs,FALSE,56.8,52.9,60.7,423
New York (excluding NYC),Maternal Age (3 Levels),30+ yrs,TRUE,47.9,42.5,53.4,253
Michigan,Maternal Age (3 Levels),30+ yrs,FALSE,57.3,52.8,61.7,360
Massachusetts,Maternal Age (3 Levels),30+ yrs,FALSE,49.4,44.9,53.9,453
Maine,Maternal Age (3 Levels),30+ yrs,TRUE,52.3,46.7,57.9,212
Colorado,Maternal Age (3 Levels),30+ yrs,FALSE,50.2,45.3,55,414
Missouri,Maternal Age (3 Levels),30+ yrs,FALSE,55.8,50.6,61,248
Rhode Island,Maternal Age (3 Levels),30+ yrs,FALSE,55.5,50.9,60,312
Michigan,Maternal Age (3 Levels),30+ yrs,TRUE,42.7,38.3,47.2,242
Wyoming,Maternal Age (3 Levels),30+ yrs,TRUE,45,37.5,52.7,91
Vermont,Maternal Age (3 Levels),30+ yrs,FALSE,47,42.6,51.5,226
Utah,Maternal Age (3 Levels),30+ yrs,TRUE,38.2,33.5,43.1,197
Oregon,Maternal Age (3 Levels),30+ yrs,FALSE,55.6,50.3,60.9,403
Delaware,Maternal Age (3 Levels),30+ yrs,FALSE,58.9,54.2,63.4,255
Georgia,Maternal Age (3 Levels),30+ yrs,FALSE,63.3,55.9,70.1,269
New Mexico,Maternal Age (3 Levels),30+ yrs,FALSE,58.8,54.3,63,268
Delaware,Maternal Age (3 Levels),30+ yrs,TRUE,41.1,36.6,45.8,188
Massachusetts,Maternal Age (3 Levels),30+ yrs,TRUE,50.6,46.1,55.1,394
Nebraska,Maternal Age (3 Levels),30+ yrs,FALSE,55.7,51,60.3,367
Maryland,Maternal Age (3 Levels),30+ yrs,FALSE,57.9,52.9,62.7,545
Maryland,Maternal Age (3 Levels),30+ yrs,TRUE,42.1,37.3,47.1,453
Washington,Maternal Age (3 Levels),30+ yrs,TRUE,42.7,37.5,47.9,201
Rhode Island,Maternal Age (3 Levels),30+ yrs,TRUE,44.5,40,49.1,273
Utah,Maternal Age (3 Levels),30+ yrs,FALSE,61.8,56.9,66.5,323
West Virginia,Maternal Age (3 Levels),30+ yrs,FALSE,64.1,57.9,69.9,253
New York City,Maternal Age (3 Levels),30+ yrs,TRUE,40.3,36,44.7,308
Arkansas,Maternal Age (3 Levels),30+ yrs,TRUE,36.1,28.3,44.8,91
New Mexico,Maternal Age (3 Levels),30+ yrs,TRUE,41.2,37,45.7,202
Oklahoma,Maternal Age (3 Levels),30+ yrs,TRUE,40.1,33.7,46.9,255
Minnesota,Maternal Age (3 Levels),30+ yrs,TRUE,48.4,44,52.7,275
Hawaii,Maternal Age (3 Levels),30+ yrs,FALSE,61.4,56.7,65.9,436
Pennsylvania,Maternal Age (3 Levels),30+ yrs,FALSE,55.2,50.1,60.1,252
New Jersey,Maternal Age (3 Levels),30+ yrs,TRUE,43.2,39.3,47.1,312
Wisconsin,Maternal Age (3 Levels),30+ yrs,TRUE,50,44.2,55.8,198
West Virginia,Maternal Age (3 Levels),30+ yrs,TRUE,35.9,30.1,42.1,152
Washington,Maternal Age (3 Levels),30+ yrs,FALSE,57.3,52.1,62.5,296
Nebraska,Maternal Age (3 Levels),30+ yrs,TRUE,44.3,39.7,49,256
Pennsylvania,Maternal Age (3 Levels),30+ yrs,TRUE,44.8,39.9,49.9,214
Oregon,Maternal Age (3 Levels),30+ yrs,TRUE,44.4,39.1,49.7,293
Maine,Maternal Age (3 Levels),30+ yrs,FALSE,47.7,42.1,53.3,188
Wisconsin,Maternal Age (3 Levels),30+ yrs,FALSE,50,44.2,55.8,306
Minnesota,Maternal Age (3 Levels),30+ yrs,FALSE,51.6,47.3,56,303
Arkansas,Maternal Age (3 Levels),30+ yrs,FALSE,63.9,55.2,71.7,231
Colorado,Maternal Age (3 Levels),30+ yrs,TRUE,49.8,45,54.7,379
Missouri,Maternal Age (3 Levels),30+ yrs,TRUE,44.2,39,49.4,198
New York (excluding NYC),Maternal Age (3 Levels),30+ yrs,FALSE,52.1,46.6,57.5,270
New York City,Maternal Age (3 Levels),30+ yrs,FALSE,59.7,55.3,64,445
Oklahoma,Maternal Age (3 Levels),30+ yrs,FALSE,59.9,53.1,66.3,412
Georgia,Maternal Age (3 Levels),30+ yrs,TRUE,36.7,29.9,44.1,158
Hawaii,Maternal Age (3 Levels),30+ yrs,TRUE,38.6,34.1,43.3,273
PRAMS Total,Maternal Age (3 Levels),<20 yrs,FALSE,86.2,84.1,88.1,2776
PRAMS Total,Maternal Age (3 Levels),<20 yrs,TRUE,13.8,11.9,15.9,446
Oklahoma,Maternal Age (3 Levels),<20 yrs,FALSE,89.6,79.5,95,169
Nebraska,Maternal Age (3 Levels),<20 yrs,TRUE,20.9,13.8,30.4,34
New Mexico,Maternal Age (3 Levels),<20 yrs,FALSE,81.3,74.4,86.7,130
New York City,Maternal Age (3 Levels),<20 yrs,TRUE,28.7,15.9,46.1,15
Minnesota,Maternal Age (3 Levels),<20 yrs,TRUE,23.3,12.5,39.4,12
Michigan,Maternal Age (3 Levels),<20 yrs,TRUE,15.6,10,23.5,28
Nebraska,Maternal Age (3 Levels),<20 yrs,FALSE,79.1,69.6,86.2,109
Wyoming,Maternal Age (3 Levels),<20 yrs,FALSE,81.5,64.4,91.5,53
Rhode Island,Maternal Age (3 Levels),<20 yrs,TRUE,21.2,12.2,34.2,15
New York (excluding NYC),Maternal Age (3 Levels),<20 yrs,TRUE,15.5,7.2,30.2,8
Pennsylvania,Maternal Age (3 Levels),<20 yrs,FALSE,90.7,78.3,96.3,63
Missouri,Maternal Age (3 Levels),<20 yrs,FALSE,93.5,86.5,97,87
Vermont,Maternal Age (3 Levels),<20 yrs,TRUE,9,3.8,19.9,5
Colorado,Maternal Age (3 Levels),<20 yrs,FALSE,93.8,87.6,97,138
Hawaii,Maternal Age (3 Levels),<20 yrs,TRUE,16,7.8,29.9,10
New Jersey,Maternal Age (3 Levels),<20 yrs,TRUE,21.9,14.1,32.4,20
West Virginia,Maternal Age (3 Levels),<20 yrs,TRUE,9.4,5.6,15.6,21
Maine,Maternal Age (3 Levels),<20 yrs,FALSE,86.2,74.3,93.1,56
Arkansas,Maternal Age (3 Levels),<20 yrs,FALSE,88.1,77.9,93.9,158
Georgia,Maternal Age (3 Levels),<20 yrs,FALSE,90.4,87.3,92.8,440
West Virginia,Maternal Age (3 Levels),<20 yrs,FALSE,90.6,84.4,94.4,186
Oregon,Maternal Age (3 Levels),<20 yrs,TRUE,10.1,6.3,15.7,27
Massachusetts,Maternal Age (3 Levels),<20 yrs,TRUE,14.7,6.7,29.2,11
Delaware,Maternal Age (3 Levels),<20 yrs,TRUE,8.7,4.1,17.3,8
Rhode Island,Maternal Age (3 Levels),<20 yrs,FALSE,78.8,65.8,87.8,72
Wyoming,Maternal Age (3 Levels),<20 yrs,TRUE,18.5,8.5,35.6,7
Colorado,Maternal Age (3 Levels),<20 yrs,TRUE,6.2,3,12.4,15
Utah,Maternal Age (3 Levels),<20 yrs,TRUE,12.2,6.9,20.7,14
Utah,Maternal Age (3 Levels),<20 yrs,FALSE,87.8,79.3,93.1,77
Maryland,Maternal Age (3 Levels),<20 yrs,TRUE,19.4,9.1,36.7,13
Oklahoma,Maternal Age (3 Levels),<20 yrs,TRUE,10.4,5,20.5,19
Missouri,Maternal Age (3 Levels),<20 yrs,TRUE,6.5,3,13.5,11
Maryland,Maternal Age (3 Levels),<20 yrs,FALSE,80.6,63.3,90.9,41
Washington,Maternal Age (3 Levels),<20 yrs,FALSE,89.1,76.5,95.3,68
Arkansas,Maternal Age (3 Levels),<20 yrs,TRUE,11.9,6.1,22.1,27
New York (excluding NYC),Maternal Age (3 Levels),<20 yrs,FALSE,84.5,69.8,92.8,52
Washington,Maternal Age (3 Levels),<20 yrs,TRUE,10.9,4.7,23.5,11
Maine,Maternal Age (3 Levels),<20 yrs,TRUE,13.8,6.9,25.7,11
Vermont,Maternal Age (3 Levels),<20 yrs,FALSE,91,80.1,96.2,53
Delaware,Maternal Age (3 Levels),<20 yrs,FALSE,91.3,82.7,95.9,80
New York City,Maternal Age (3 Levels),<20 yrs,FALSE,71.3,53.9,84.1,46
New Mexico,Maternal Age (3 Levels),<20 yrs,TRUE,18.7,13.3,25.6,28
Georgia,Maternal Age (3 Levels),<20 yrs,TRUE,9.6,7.2,12.7,45
Wisconsin,Maternal Age (3 Levels),<20 yrs,TRUE,11.3,5.5,21.9,26
Hawaii,Maternal Age (3 Levels),<20 yrs,FALSE,84,70.1,92.2,93
Oregon,Maternal Age (3 Levels),<20 yrs,FALSE,89.9,84.3,93.7,112
Massachusetts,Maternal Age (3 Levels),<20 yrs,FALSE,85.3,70.8,93.3,64
Minnesota,Maternal Age (3 Levels),<20 yrs,FALSE,76.7,60.6,87.5,59
New Jersey,Maternal Age (3 Levels),<20 yrs,FALSE,78.1,67.6,85.9,67
Pennsylvania,Maternal Age (3 Levels),<20 yrs,TRUE,9.3,3.7,21.7,5
Wisconsin,Maternal Age (3 Levels),<20 yrs,FALSE,88.7,78.1,94.5,172
Michigan,Maternal Age (3 Levels),<20 yrs,FALSE,84.4,76.5,90,131
PRAMS Total,Maternal Age (4 Levels),20-24 yrs,FALSE,81.6,80.1,82.9,6697
PRAMS Total,Maternal Age (4 Levels),20-24 yrs,TRUE,18.4,17.1,19.9,1536
Maine,Maternal Age (4 Levels),20-24 yrs,TRUE,23.4,17.7,30.3,53
Nebraska,Maternal Age (4 Levels),20-24 yrs,FALSE,74.3,68.6,79.2,298
Maine,Maternal Age (4 Levels),20-24 yrs,FALSE,76.6,69.7,82.3,184
Washington,Maternal Age (4 Levels),20-24 yrs,TRUE,19.5,14.3,26.1,53
Rhode Island,Maternal Age (4 Levels),20-24 yrs,TRUE,21.3,15.8,28,50
Missouri,Maternal Age (4 Levels),20-24 yrs,TRUE,16.7,12.5,21.8,52
Utah,Maternal Age (4 Levels),20-24 yrs,TRUE,22,17.4,27.4,71
Wisconsin,Maternal Age (4 Levels),20-24 yrs,TRUE,22.5,16.1,30.3,72
West Virginia,Maternal Age (4 Levels),20-24 yrs,FALSE,81.4,77,85.1,431
Massachusetts,Maternal Age (4 Levels),20-24 yrs,TRUE,15.4,11,21.2,55
Delaware,Maternal Age (4 Levels),20-24 yrs,TRUE,15.6,11.3,21,36
New York City,Maternal Age (4 Levels),20-24 yrs,TRUE,19.7,14.3,26.6,52
Wyoming,Maternal Age (4 Levels),20-24 yrs,FALSE,78.2,70.5,84.3,149
Hawaii,Maternal Age (4 Levels),20-24 yrs,TRUE,16.5,12.1,22,64
Oregon,Maternal Age (4 Levels),20-24 yrs,TRUE,24.2,18.7,30.9,96
New York City,Maternal Age (4 Levels),20-24 yrs,FALSE,80.3,73.4,85.7,182
New Mexico,Maternal Age (4 Levels),20-24 yrs,FALSE,80,75.9,83.6,322
Colorado,Maternal Age (4 Levels),20-24 yrs,TRUE,18.6,13.6,24.9,70
Michigan,Maternal Age (4 Levels),20-24 yrs,FALSE,85.7,81.4,89.2,368
Missouri,Maternal Age (4 Levels),20-24 yrs,FALSE,83.3,78.2,87.5,276
Pennsylvania,Maternal Age (4 Levels),20-24 yrs,TRUE,15.6,10.9,21.9,34
Massachusetts,Maternal Age (4 Levels),20-24 yrs,FALSE,84.6,78.8,89,210
Maryland,Maternal Age (4 Levels),20-24 yrs,TRUE,19.8,12.3,30.3,28
Delaware,Maternal Age (4 Levels),20-24 yrs,FALSE,84.4,79,88.7,204
Oregon,Maternal Age (4 Levels),20-24 yrs,FALSE,75.8,69.1,81.3,324
Colorado,Maternal Age (4 Levels),20-24 yrs,FALSE,81.4,75.1,86.4,304
New Mexico,Maternal Age (4 Levels),20-24 yrs,TRUE,20,16.4,24.1,80
Washington,Maternal Age (4 Levels),20-24 yrs,FALSE,80.5,73.9,85.7,210
Minnesota,Maternal Age (4 Levels),20-24 yrs,FALSE,78.2,71.4,83.7,205
Nebraska,Maternal Age (4 Levels),20-24 yrs,TRUE,25.7,20.8,31.4,100
Minnesota,Maternal Age (4 Levels),20-24 yrs,TRUE,21.8,16.3,28.6,53
Arkansas,Maternal Age (4 Levels),20-24 yrs,TRUE,19.1,13.6,26.2,78
Michigan,Maternal Age (4 Levels),20-24 yrs,TRUE,14.3,10.8,18.6,63
Vermont,Maternal Age (4 Levels),20-24 yrs,FALSE,83.1,77.9,87.4,200
New Jersey,Maternal Age (4 Levels),20-24 yrs,FALSE,80.5,74.3,85.6,197
Vermont,Maternal Age (4 Levels),20-24 yrs,TRUE,16.9,12.6,22.1,40
Oklahoma,Maternal Age (4 Levels),20-24 yrs,FALSE,87.2,81.6,91.2,433
Maryland,Maternal Age (4 Levels),20-24 yrs,FALSE,80.2,69.7,87.7,129
Wisconsin,Maternal Age (4 Levels),20-24 yrs,FALSE,77.5,69.7,83.9,339
Georgia,Maternal Age (4 Levels),20-24 yrs,TRUE,20.1,13.5,28.8,38
Georgia,Maternal Age (4 Levels),20-24 yrs,FALSE,79.9,71.2,86.5,290
New York (excluding NYC),Maternal Age (4 Levels),20-24 yrs,TRUE,16.6,10.8,24.6,30
Arkansas,Maternal Age (4 Levels),20-24 yrs,FALSE,80.9,73.8,86.4,377
Rhode Island,Maternal Age (4 Levels),20-24 yrs,FALSE,78.7,72,84.2,191
New Jersey,Maternal Age (4 Levels),20-24 yrs,TRUE,19.5,14.4,25.7,42
Utah,Maternal Age (4 Levels),20-24 yrs,FALSE,78,72.6,82.6,258
Wyoming,Maternal Age (4 Levels),20-24 yrs,TRUE,21.8,15.7,29.5,41
New York (excluding NYC),Maternal Age (4 Levels),20-24 yrs,FALSE,83.4,75.4,89.2,156
Pennsylvania,Maternal Age (4 Levels),20-24 yrs,FALSE,84.4,78.1,89.1,180
Hawaii,Maternal Age (4 Levels),20-24 yrs,FALSE,83.5,78,87.9,280
West Virginia,Maternal Age (4 Levels),20-24 yrs,TRUE,18.6,14.9,23,101
Oklahoma,Maternal Age (4 Levels),20-24 yrs,TRUE,12.8,8.8,18.4,84
PRAMS Total,Maternal Age (4 Levels),25-34 yrs,FALSE,62.9,61.8,64,12034
PRAMS Total,Maternal Age (4 Levels),25-34 yrs,TRUE,37.1,36,38.2,6924
Arkansas,Maternal Age (4 Levels),25-34 yrs,FALSE,73.3,67.3,78.5,450
Utah,Maternal Age (4 Levels),25-34 yrs,TRUE,38.6,35,42.3,337
Missouri,Maternal Age (4 Levels),25-34 yrs,FALSE,63.9,59.7,67.8,419
Massachusetts,Maternal Age (4 Levels),25-34 yrs,TRUE,43.3,39,47.7,353
Missouri,Maternal Age (4 Levels),25-34 yrs,TRUE,36.1,32.2,40.3,245
New York (excluding NYC),Maternal Age (4 Levels),25-34 yrs,TRUE,41.8,36.8,46.9,256
West Virginia,Maternal Age (4 Levels),25-34 yrs,TRUE,31.2,27.1,35.7,213
Wisconsin,Maternal Age (4 Levels),25-34 yrs,TRUE,41.2,36.5,46.1,263
Michigan,Maternal Age (4 Levels),25-34 yrs,TRUE,37.7,34,41.5,293
New Mexico,Maternal Age (4 Levels),25-34 yrs,TRUE,33.8,30.4,37.3,240
Pennsylvania,Maternal Age (4 Levels),25-34 yrs,TRUE,36.5,32.5,40.7,244
Georgia,Maternal Age (4 Levels),25-34 yrs,TRUE,28.7,23.4,34.7,166
Maine,Maternal Age (4 Levels),25-34 yrs,TRUE,41.6,37,46.2,247
Arkansas,Maternal Age (4 Levels),25-34 yrs,TRUE,26.7,21.5,32.7,147
New Mexico,Maternal Age (4 Levels),25-34 yrs,FALSE,66.2,62.7,69.6,447
Rhode Island,Maternal Age (4 Levels),25-34 yrs,TRUE,38,34,42.1,281
Maine,Maternal Age (4 Levels),25-34 yrs,FALSE,58.4,53.8,63,329
New Jersey,Maternal Age (4 Levels),25-34 yrs,TRUE,40.8,37.1,44.6,313
Pennsylvania,Maternal Age (4 Levels),25-34 yrs,FALSE,63.5,59.3,67.5,382
Colorado,Maternal Age (4 Levels),25-34 yrs,FALSE,59.6,55.4,63.7,596
Hawaii,Maternal Age (4 Levels),25-34 yrs,TRUE,30.8,26.9,35,249
Vermont,Maternal Age (4 Levels),25-34 yrs,TRUE,43.7,39.6,47.8,253
Rhode Island,Maternal Age (4 Levels),25-34 yrs,FALSE,62,57.9,66,413
Maryland,Maternal Age (4 Levels),25-34 yrs,FALSE,69.8,64.5,74.6,327
Washington,Maternal Age (4 Levels),25-34 yrs,TRUE,40.9,36.3,45.6,230
Oklahoma,Maternal Age (4 Levels),25-34 yrs,FALSE,64.5,59.2,69.6,668
New Jersey,Maternal Age (4 Levels),25-34 yrs,FALSE,59.2,55.4,62.9,477
Colorado,Maternal Age (4 Levels),25-34 yrs,TRUE,40.4,36.3,44.6,409
Minnesota,Maternal Age (4 Levels),25-34 yrs,TRUE,42.8,39.4,46.4,359
Oregon,Maternal Age (4 Levels),25-34 yrs,FALSE,65.3,60.8,69.5,612
New York (excluding NYC),Maternal Age (4 Levels),25-34 yrs,FALSE,58.2,53.1,63.2,328
West Virginia,Maternal Age (4 Levels),25-34 yrs,FALSE,68.8,64.3,72.9,510
Wyoming,Maternal Age (4 Levels),25-34 yrs,FALSE,55.1,49.2,60.8,223
Oklahoma,Maternal Age (4 Levels),25-34 yrs,TRUE,35.5,30.4,40.8,365
Nebraska,Maternal Age (4 Levels),25-34 yrs,TRUE,42.2,38.5,46,371
New York City,Maternal Age (4 Levels),25-34 yrs,FALSE,68.1,64,72,510
Massachusetts,Maternal Age (4 Levels),25-34 yrs,FALSE,56.7,52.3,61,566
Michigan,Maternal Age (4 Levels),25-34 yrs,FALSE,62.3,58.5,66,553
Washington,Maternal Age (4 Levels),25-34 yrs,FALSE,59.1,54.4,63.7,398
Wisconsin,Maternal Age (4 Levels),25-34 yrs,FALSE,58.8,53.9,63.5,520
Oregon,Maternal Age (4 Levels),25-34 yrs,TRUE,34.7,30.5,39.2,311
Delaware,Maternal Age (4 Levels),25-34 yrs,FALSE,66.6,62.6,70.4,366
New York City,Maternal Age (4 Levels),25-34 yrs,TRUE,31.9,28,36,253
Georgia,Maternal Age (4 Levels),25-34 yrs,FALSE,71.3,65.3,76.6,436
Nebraska,Maternal Age (4 Levels),25-34 yrs,FALSE,57.8,54,61.5,582
Delaware,Maternal Age (4 Levels),25-34 yrs,TRUE,33.4,29.6,37.4,195
Hawaii,Maternal Age (4 Levels),25-34 yrs,FALSE,69.2,65,73.1,566
Utah,Maternal Age (4 Levels),25-34 yrs,FALSE,61.4,57.7,65,519
Minnesota,Maternal Age (4 Levels),25-34 yrs,FALSE,57.2,53.6,60.6,512
Wyoming,Maternal Age (4 Levels),25-34 yrs,TRUE,44.9,39.2,50.8,156
Maryland,Maternal Age (4 Levels),25-34 yrs,TRUE,30.2,25.4,35.5,175
Vermont,Maternal Age (4 Levels),25-34 yrs,FALSE,56.3,52.2,60.4,325
PRAMS Total,Maternal Age (4 Levels),35+ yrs,FALSE,55,52.9,57.1,3163
PRAMS Total,Maternal Age (4 Levels),35+ yrs,TRUE,45,42.9,47.1,2562
Nebraska,Maternal Age (4 Levels),35+ yrs,TRUE,41.2,33.5,49.4,82
Rhode Island,Maternal Age (4 Levels),35+ yrs,TRUE,49,41.6,56.3,115
Arkansas,Maternal Age (4 Levels),35+ yrs,TRUE,33.9,20.6,50.5,26
Michigan,Maternal Age (4 Levels),35+ yrs,TRUE,42.8,35.3,50.5,86
Delaware,Maternal Age (4 Levels),35+ yrs,FALSE,56.8,49,64.3,91
Maryland,Maternal Age (4 Levels),35+ yrs,TRUE,43.8,39.7,48,342
Arkansas,Maternal Age (4 Levels),35+ yrs,FALSE,66.1,49.5,79.4,66
Wisconsin,Maternal Age (4 Levels),35+ yrs,TRUE,50,39.5,60.4,59
New York City,Maternal Age (4 Levels),35+ yrs,TRUE,41.2,34.8,47.9,144
Oregon,Maternal Age (4 Levels),35+ yrs,TRUE,51.9,43.1,60.6,126
Rhode Island,Maternal Age (4 Levels),35+ yrs,FALSE,51,43.7,58.4,113
New Jersey,Maternal Age (4 Levels),35+ yrs,FALSE,55.9,49.5,62.1,158
Oklahoma,Maternal Age (4 Levels),35+ yrs,TRUE,46.8,34.3,59.7,78
Missouri,Maternal Age (4 Levels),35+ yrs,FALSE,56.7,47.6,65.4,82
Maine,Maternal Age (4 Levels),35+ yrs,FALSE,42.8,33.8,52.2,63
Hawaii,Maternal Age (4 Levels),35+ yrs,FALSE,56.6,49,63.9,165
Georgia,Maternal Age (4 Levels),35+ yrs,TRUE,42.8,31.1,55.5,68
New Mexico,Maternal Age (4 Levels),35+ yrs,TRUE,38.7,31.5,46.3,63
Oklahoma,Maternal Age (4 Levels),35+ yrs,FALSE,53.2,40.3,65.7,129
Maryland,Maternal Age (4 Levels),35+ yrs,FALSE,56.2,52,60.3,397
New York (excluding NYC),Maternal Age (4 Levels),35+ yrs,TRUE,45.3,37.1,53.7,99
Washington,Maternal Age (4 Levels),35+ yrs,FALSE,58.9,50.5,66.8,117
Utah,Maternal Age (4 Levels),35+ yrs,FALSE,62.4,53,71,92
Wyoming,Maternal Age (4 Levels),35+ yrs,FALSE,61.3,46.1,74.6,37
Utah,Maternal Age (4 Levels),35+ yrs,TRUE,37.6,29,47,57
Minnesota,Maternal Age (4 Levels),35+ yrs,TRUE,45.7,38,53.6,83
Pennsylvania,Maternal Age (4 Levels),35+ yrs,FALSE,50.9,42.3,59.5,80
Maine,Maternal Age (4 Levels),35+ yrs,TRUE,57.2,47.8,66.2,84
Hawaii,Maternal Age (4 Levels),35+ yrs,TRUE,43.4,36.1,51,123
West Virginia,Maternal Age (4 Levels),35+ yrs,FALSE,65.8,53.8,76,77
New York (excluding NYC),Maternal Age (4 Levels),35+ yrs,FALSE,54.7,46.3,62.9,115
West Virginia,Maternal Age (4 Levels),35+ yrs,TRUE,34.2,24,46.2,49
Georgia,Maternal Age (4 Levels),35+ yrs,FALSE,57.2,44.5,68.9,91
New Mexico,Maternal Age (4 Levels),35+ yrs,FALSE,61.3,53.7,68.5,94
Vermont,Maternal Age (4 Levels),35+ yrs,TRUE,54.9,47.9,61.7,115
Pennsylvania,Maternal Age (4 Levels),35+ yrs,TRUE,49.1,40.5,57.7,81
Massachusetts,Maternal Age (4 Levels),35+ yrs,TRUE,51.9,44.7,59.1,164
Missouri,Maternal Age (4 Levels),35+ yrs,TRUE,43.3,34.6,52.4,68
Nebraska,Maternal Age (4 Levels),35+ yrs,FALSE,58.8,50.6,66.5,129
Wyoming,Maternal Age (4 Levels),35+ yrs,TRUE,38.7,25.4,53.9,19
Michigan,Maternal Age (4 Levels),35+ yrs,FALSE,57.2,49.5,64.7,126
Colorado,Maternal Age (4 Levels),35+ yrs,TRUE,50.7,42.7,58.7,150
Washington,Maternal Age (4 Levels),35+ yrs,TRUE,41.1,33.2,49.5,86
Massachusetts,Maternal Age (4 Levels),35+ yrs,FALSE,48.1,40.9,55.3,165
Colorado,Maternal Age (4 Levels),35+ yrs,FALSE,49.3,41.3,57.3,152
Minnesota,Maternal Age (4 Levels),35+ yrs,FALSE,54.3,46.4,62,95
Delaware,Maternal Age (4 Levels),35+ yrs,TRUE,43.2,35.7,51,73
Vermont,Maternal Age (4 Levels),35+ yrs,FALSE,45.1,38.3,52.1,87
New York City,Maternal Age (4 Levels),35+ yrs,FALSE,58.8,52.1,65.2,198
Oregon,Maternal Age (4 Levels),35+ yrs,FALSE,48.1,39.4,56.9,137
Wisconsin,Maternal Age (4 Levels),35+ yrs,FALSE,50,39.6,60.5,107
New Jersey,Maternal Age (4 Levels),35+ yrs,TRUE,44.1,37.9,50.5,122
PRAMS Total,Maternal Age (4 Levels),<20 yrs,FALSE,86.2,84.1,88.1,2776
PRAMS Total,Maternal Age (4 Levels),<20 yrs,TRUE,13.8,11.9,15.9,446
Georgia,Maternal Age (4 Levels),<20 yrs,FALSE,90.4,87.3,92.8,440
