geolocation,question,location,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize,breakOut,breakOutCategory,questionID,locationID
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),7.1,4.7,10.6,27,Hispanic,Maternal Race/Ethnicity,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),11.5,8.5,15.4,50,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),93.7,93.1,94.3,627,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),6.3,5.7,6.9,185,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),92.9,89.4,95.3,63,Hispanic,Maternal Race/Ethnicity,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),88.5,84.6,91.5,76,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),9.3,5.8,14.7,20,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),8.9,7.6,10.5,118,Medicaid,Medicaid Recipient,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),6.1,5.5,6.9,166,Non-Medicaid,Medicaid Recipient,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),93.9,93.1,94.5,539,Non-Medicaid,Medicaid Recipient,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),91.1,89.5,92.4,274,Medicaid,Medicaid Recipient,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),92.8,92.3,93.2,738,Non-Hispanic,Mother Hispanic,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),92.9,89.4,95.3,63,Hispanic,Mother Hispanic,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),7.2,6.8,7.7,254,Non-Hispanic,Mother Hispanic,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),7.1,4.7,10.6,27,Hispanic,Mother Hispanic,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),7.2,6.9,7.5,284,None,None,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),92.8,92.5,93.1,813,None,None,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),94,93.1,94.7,479,1 or more,Number of Previous Live Births,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),6,5.3,6.9,136,1 or more,Number of Previous Live Births,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),91.3,90,92.4,332,0,Number of Previous Live Births,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),8.7,7.6,10,145,0,Number of Previous Live Births,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),90.8,89.3,92.2,279,WIC,On WIC during Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),6,5.3,6.7,161,Non-WIC,On WIC during Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),94,93.3,94.7,528,Non-WIC,On WIC during Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),9.2,7.8,10.7,121,WIC,On WIC during Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),91.6,90.1,92.8,290,Unintended,Pregnancy Intendedness,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),6.4,5.6,7.2,160,Intended,Pregnancy Intendedness,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),93.6,92.8,94.4,512,Intended,Pregnancy Intendedness,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),8.4,7.2,9.9,119,Unintended,Pregnancy Intendedness,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),9.3,7.6,11.2,89,Smoker,Smoked 3 months before Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),90.7,88.8,92.4,215,Smoker,Smoked 3 months before Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),93.7,93.1,94.3,587,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),6.3,5.7,6.9,187,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),6.4,5.9,6.9,217,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),93.6,93.1,94.1,692,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,NBW (>2500g),88.7,85.5,91.3,111,Smoker,Smoked last 3 months of Pregnancy,QUO7,42
"(40.793730152, -77.860700294)",Baby's Weight,Pennsylvania,LBW (<=2500g),11.3,8.7,14.5,60,Smoker,Smoked last 3 months of Pregnancy,QUO7,42
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95.2,93.3,96.6,916,Adequate PNC,Adequacy of Prenatal care,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.1,90.8,96.2,391,Intermediate PNC,Adequacy of Prenatal care,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.9,3.8,9.2,31,Intermediate PNC,Adequacy of Prenatal care,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94,86.3,97.5,76,Inadequate PNC,Adequacy of Prenatal care,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),4.8,3.4,6.7,50,Adequate PNC,Adequacy of Prenatal care,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),6,2.5,13.7,9,Inadequate PNC,Adequacy of Prenatal care,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),20.1,11.5,32.8,18,Unknown PNC,Adequacy of Prenatal care,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),79.9,67.2,88.5,86,Unknown PNC,Adequacy of Prenatal care,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),92.2,87.9,95,337,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),92.8,88.4,95.6,281,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),3.8,2.3,6.3,24,"$50,000 or more",Income (years 2004 and beyond),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),7.8,5,12.1,31,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),7.2,4.4,11.6,23,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),93.7,89.7,96.2,314,"Less than $10,000",Income (years 2004 and beyond),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),96.2,93.7,97.7,432,"$50,000 or more",Income (years 2004 and beyond),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),6.3,3.8,10.3,24,"Less than $10,000",Income (years 2004 and beyond),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.6,92.7,96,914,Married,Marital Status,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),92.8,89.6,95,555,Other,Marital Status,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),7.2,5,10.4,48,Other,Marital Status,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.4,4,7.3,60,Married,Marital Status,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),4.9,3.3,7.3,40,30+ yrs,Maternal Age (3 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),12,6.3,21.9,14,<20 yrs,Maternal Age (3 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),88,78.1,93.7,138,<20 yrs,Maternal Age (3 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95.1,92.7,96.7,508,30+ yrs,Maternal Age (3 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.8,4.2,8,54,20-29 yrs,Maternal Age (3 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.2,92,95.8,823,20-29 yrs,Maternal Age (3 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),6.1,3.2,11.4,15,35+ yrs,Maternal Age (4 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),93.9,88.6,96.8,165,35+ yrs,Maternal Age (4 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),12,6.3,21.9,14,<20 yrs,Maternal Age (4 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.9,93,96.4,804,25-34 yrs,Maternal Age (4 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.1,3.6,7,55,25-34 yrs,Maternal Age (4 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94,90.2,96.3,362,20-24 yrs,Maternal Age (4 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),88,78.1,93.7,138,<20 yrs,Maternal Age (4 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),6,3.7,9.8,24,20-24 yrs,Maternal Age (4 Levels),QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.8,92.2,96.6,541,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.2,3.4,8,33,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),11.5,3.9,29.6,6,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),7.2,4.7,10.9,32,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.8,92,96.6,426,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.2,3.4,7.8,35,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),88.5,70.4,96.1,43,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),92.8,89.1,95.3,457,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.2,92.6,95.5,1424,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.8,4.5,7.4,100,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95.1,93.3,96.4,874,>12 yrs,Maternal Education,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),4.7,2.9,7.8,18,< 12 yrs,Maternal Education,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),89.6,84,93.4,304,12 yrs,Maternal Education,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),4.9,3.6,6.7,60,>12 yrs,Maternal Education,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95.3,92.2,97.1,291,< 12 yrs,Maternal Education,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),10.4,6.6,16,30,12 yrs,Maternal Education,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95.9,93.4,97.5,330,Hispanic,Maternal Race/Ethnicity,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),13.1,9.7,17.4,34,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.5,92.2,96.1,321,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.5,3.9,7.8,24,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),86.9,82.6,90.3,227,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),4.1,2.5,6.6,14,Hispanic,Maternal Race/Ethnicity,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.8,4.2,8,36,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.2,92,95.8,591,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),4.4,2.9,6.5,36,Non-Medicaid,Medicaid Recipient,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),92.2,89.6,94.2,787,Medicaid,Medicaid Recipient,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),7.8,5.8,10.4,72,Medicaid,Medicaid Recipient,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95.6,93.5,97.1,682,Non-Medicaid,Medicaid Recipient,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),6.3,4.9,8.1,94,Non-Hispanic,Mother Hispanic,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),93.7,91.9,95.1,1139,Non-Hispanic,Mother Hispanic,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95.9,93.4,97.5,330,Hispanic,Mother Hispanic,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),4.1,2.5,6.6,14,Hispanic,Mother Hispanic,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),6,4.7,7.5,108,None,None,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94,92.5,95.3,1469,None,None,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),4.4,3.1,6.3,52,1 or more,Number of Previous Live Births,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95.6,93.7,96.9,912,1 or more,Number of Previous Live Births,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),91.4,88.2,93.8,552,0,Number of Previous Live Births,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),8.6,6.2,11.8,56,0,Number of Previous Live Births,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),7.3,5.3,10,59,WIC,On WIC during Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),92.7,90,94.7,685,WIC,On WIC during Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),95,92.9,96.5,765,Non-WIC,On WIC during Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5,3.5,7.1,47,Non-WIC,On WIC during Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),93.7,91.6,95.4,796,Intended,Pregnancy Intendedness,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.5,91.9,96.4,655,Unintended,Pregnancy Intendedness,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.5,3.6,8.1,40,Unintended,Pregnancy Intendedness,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),6.3,4.6,8.4,65,Intended,Pregnancy Intendedness,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.2,3.9,6.8,81,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),92.3,87.6,95.3,281,Smoker,Smoked 3 months before Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),7.7,4.7,12.4,23,Smoker,Smoked 3 months before Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.8,93.2,96.1,1163,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),5.2,4,6.8,87,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),94.8,93.2,96,1293,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,NBW (>2500g),90.2,83.4,94.4,157,Smoker,Smoked last 3 months of Pregnancy,QUO7,31
"(41.641040988001, -99.365720623)",Baby's Weight,Nebraska,LBW (<=2500g),9.8,5.6,16.6,17,Smoker,Smoked last 3 months of Pregnancy,QUO7,31
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),91.9,87,95,20,Inadequate PNC,Adequacy of Prenatal care,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),15.3,10.9,21.1,42,Unknown PNC,Adequacy of Prenatal care,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8.1,5,13,16,Inadequate PNC,Adequacy of Prenatal care,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8.2,7.2,9.4,147,Intermediate PNC,Adequacy of Prenatal care,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.7,93.3,94,523,Adequate PNC,Adequacy of Prenatal care,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),84.7,78.9,89.1,29,Unknown PNC,Adequacy of Prenatal care,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),91.8,90.6,92.8,190,Intermediate PNC,Adequacy of Prenatal care,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.3,6,6.7,329,Adequate PNC,Adequacy of Prenatal care,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),5.4,4.9,6,160,"$50,000 or more",Income (years 2004 and beyond),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),9.3,7.9,10.9,118,"Less than $10,000",Income (years 2004 and beyond),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.1,5.9,8.6,81,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),94.6,94,95.1,272,"$50,000 or more",Income (years 2004 and beyond),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.8,91.6,93.9,153,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.9,91.4,94.1,123,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.2,6.1,8.4,104,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),90.7,89.1,92.1,138,"Less than $10,000",Income (years 2004 and beyond),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.7,7,8.4,239,Other,Marital Status,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.8,6.3,7.2,295,Married,Marital Status,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.3,91.6,93,324,Other,Marital Status,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.2,92.8,93.7,438,Married,Marital Status,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.9,92.3,93.5,360,20-29 yrs,Maternal Age (3 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.1,6.5,7.8,239,30+ yrs,Maternal Age (3 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8,6.3,10.1,55,<20 yrs,Maternal Age (3 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92,89.9,93.7,75,<20 yrs,Maternal Age (3 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.1,6.5,7.7,240,20-29 yrs,Maternal Age (3 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.9,92.2,93.5,327,30+ yrs,Maternal Age (3 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.9,92.3,93.4,385,25-34 yrs,Maternal Age (4 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92,89.9,93.7,75,<20 yrs,Maternal Age (4 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8,6.7,9.5,103,35+ yrs,Maternal Age (4 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92,90.5,93.3,128,35+ yrs,Maternal Age (4 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.1,6.6,7.7,273,25-34 yrs,Maternal Age (4 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8,6.3,10.1,55,<20 yrs,Maternal Age (4 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.5,92.5,94.5,174,20-24 yrs,Maternal Age (4 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.5,5.5,7.5,103,20-24 yrs,Maternal Age (4 Levels),QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),89.7,84.2,93.4,21,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.1,92.3,93.8,281,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),10.3,6.6,15.8,21,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.8,6.9,8.7,175,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.4,92.5,94.2,228,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.6,5.8,7.5,137,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.9,6.2,7.7,199,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.2,91.3,93.1,231,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.9,92.8,93.1,740,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.1,6.9,7.2,511,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.4,6.5,8.3,157,12 yrs,Maternal Education,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),89.8,87.9,91.4,125,< 12 yrs,Maternal Education,QUO7,44
