location,breakOutCategory,breakOut,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize
West Virginia,Number of Previous Live Births,1 or more,TRUE,32.1,28.3,36.1,277
Utah,Number of Previous Live Births,1 or more,FALSE,68.9,65.5,72.1,691
Hawaii,Number of Previous Live Births,1 or more,TRUE,41.9,37.8,46.1,348
Utah,Number of Previous Live Births,1 or more,TRUE,31.1,27.9,34.5,298
Michigan,Number of Previous Live Births,1 or more,FALSE,67.5,64,70.8,615
PRAMS Total,On WIC during Pregnancy,FALSE,FALSE,60.8,59.1,62.4,3711
PRAMS Total,On WIC during Pregnancy,FALSE,TRUE,39.2,37.6,40.9,2485
Maine,On WIC during Pregnancy,FALSE,FALSE,60.3,55.7,64.6,335
Minnesota,On WIC during Pregnancy,FALSE,FALSE,56.4,52.8,60,449
Maryland,On WIC during Pregnancy,FALSE,FALSE,61.9,56.9,66.7,504
Minnesota,On WIC during Pregnancy,FALSE,TRUE,43.6,40,47.2,348
Hawaii,On WIC during Pregnancy,FALSE,FALSE,56.7,52.3,61,476
Maine,On WIC during Pregnancy,FALSE,TRUE,39.7,35.4,44.3,252
Utah,On WIC during Pregnancy,FALSE,TRUE,32.7,29.4,36.2,307
West Virginia,On WIC during Pregnancy,FALSE,FALSE,63.8,58.9,68.4,365
Michigan,On WIC during Pregnancy,FALSE,FALSE,58.5,54.5,62.4,422
West Virginia,On WIC during Pregnancy,FALSE,TRUE,36.2,31.6,41.1,214
Michigan,On WIC during Pregnancy,FALSE,TRUE,41.5,37.6,45.5,320
Maryland,On WIC during Pregnancy,FALSE,TRUE,38.1,33.3,43.1,389
New Jersey,On WIC during Pregnancy,FALSE,TRUE,38.5,35,42.1,318
Utah,On WIC during Pregnancy,FALSE,FALSE,67.3,63.8,70.6,614
Hawaii,On WIC during Pregnancy,FALSE,TRUE,43.3,39,47.7,337
New Jersey,On WIC during Pregnancy,FALSE,FALSE,61.5,57.9,65,546
PRAMS Total,On WIC during Pregnancy,TRUE,FALSE,74.2,72.4,75.9,3688
PRAMS Total,On WIC during Pregnancy,TRUE,TRUE,25.8,24.1,27.6,1424
Maine,On WIC during Pregnancy,TRUE,TRUE,26.3,21.6,31.6,117
Utah,On WIC during Pregnancy,TRUE,FALSE,72.7,67.9,77.1,364
Michigan,On WIC during Pregnancy,TRUE,TRUE,24.4,21.2,27.9,247
Maryland,On WIC during Pregnancy,TRUE,TRUE,20.7,15.9,26.5,120
Hawaii,On WIC during Pregnancy,TRUE,FALSE,62.7,58,67.3,476
Maine,On WIC during Pregnancy,TRUE,FALSE,73.7,68.4,78.4,316
New Jersey,On WIC during Pregnancy,TRUE,FALSE,76,71.7,79.9,377
West Virginia,On WIC during Pregnancy,TRUE,TRUE,26.7,23.3,30.3,251
Hawaii,On WIC during Pregnancy,TRUE,TRUE,37.3,32.7,42,245
West Virginia,On WIC during Pregnancy,TRUE,FALSE,73.3,69.7,76.7,742
Minnesota,On WIC during Pregnancy,TRUE,TRUE,32.1,27.6,37.1,190
Utah,On WIC during Pregnancy,TRUE,TRUE,27.3,22.9,32.1,128
Minnesota,On WIC during Pregnancy,TRUE,FALSE,67.9,62.9,72.4,350
New Jersey,On WIC during Pregnancy,TRUE,TRUE,24,20.1,28.3,126
Maryland,On WIC during Pregnancy,TRUE,FALSE,79.3,73.5,84.1,425
Michigan,On WIC during Pregnancy,TRUE,FALSE,75.6,72.1,78.8,638
PRAMS Total,Pregnancy Intendedness,TRUE,FALSE,58.5,56.8,60,3833
PRAMS Total,Pregnancy Intendedness,TRUE,TRUE,41.5,40,43.2,2886
Minnesota,Pregnancy Intendedness,TRUE,TRUE,46.1,42.6,49.7,418
Minnesota,Pregnancy Intendedness,TRUE,FALSE,53.9,50.3,57.4,462
Utah,Pregnancy Intendedness,TRUE,TRUE,36.7,33.3,40.2,348
New Jersey,Pregnancy Intendedness,TRUE,FALSE,60.1,56.3,63.7,500
Michigan,Pregnancy Intendedness,TRUE,FALSE,58.6,54.9,62.2,494
Maryland,Pregnancy Intendedness,TRUE,TRUE,42.6,37.4,47.8,427
West Virginia,Pregnancy Intendedness,TRUE,FALSE,62.6,58.3,66.6,505
Maine,Pregnancy Intendedness,TRUE,TRUE,43.7,39.4,48.1,296
Hawaii,Pregnancy Intendedness,TRUE,FALSE,52.7,48.3,56.9,471
Michigan,Pregnancy Intendedness,TRUE,TRUE,41.4,37.8,45.1,393
Maine,Pregnancy Intendedness,TRUE,FALSE,56.3,51.9,60.6,357
Utah,Pregnancy Intendedness,TRUE,FALSE,63.3,59.8,66.7,603
West Virginia,Pregnancy Intendedness,TRUE,TRUE,37.4,33.4,41.7,301
Hawaii,Pregnancy Intendedness,TRUE,TRUE,47.3,43.1,51.7,384
Maryland,Pregnancy Intendedness,TRUE,FALSE,57.4,52.2,62.6,441
New Jersey,Pregnancy Intendedness,TRUE,TRUE,39.9,36.3,43.7,319
PRAMS Total,Pregnancy Intendedness,FALSE,FALSE,78.9,77.2,80.5,3520
PRAMS Total,Pregnancy Intendedness,FALSE,TRUE,21.1,19.5,22.8,1004
Maryland,Pregnancy Intendedness,FALSE,FALSE,83.7,78.4,87.9,474
Michigan,Pregnancy Intendedness,FALSE,TRUE,21,17.8,24.7,174
New Jersey,Pregnancy Intendedness,FALSE,TRUE,21.4,17.8,25.5,117
Maine,Pregnancy Intendedness,FALSE,TRUE,17.4,13.2,22.6,68
Michigan,Pregnancy Intendedness,FALSE,FALSE,79,75.3,82.2,559
Utah,Pregnancy Intendedness,FALSE,TRUE,18.5,14.8,22.9,84
Utah,Pregnancy Intendedness,FALSE,FALSE,81.5,77.1,85.2,373
Minnesota,Pregnancy Intendedness,FALSE,TRUE,25.1,20.7,30.1,118
West Virginia,Pregnancy Intendedness,FALSE,TRUE,22.8,19.2,26.8,165
Maryland,Pregnancy Intendedness,FALSE,TRUE,16.3,12.1,21.6,81
New Jersey,Pregnancy Intendedness,FALSE,FALSE,78.6,74.5,82.2,423
Maine,Pregnancy Intendedness,FALSE,FALSE,82.6,77.4,86.8,284
Minnesota,Pregnancy Intendedness,FALSE,FALSE,74.9,69.9,79.3,333
Hawaii,Pregnancy Intendedness,FALSE,FALSE,67.4,62.5,71.9,478
Hawaii,Pregnancy Intendedness,FALSE,TRUE,32.6,28.1,37.5,197
West Virginia,Pregnancy Intendedness,FALSE,FALSE,77.2,73.2,80.8,596
PRAMS Total,Smoked 3 months before Pregnancy,FALSE,FALSE,64.2,62.8,65.6,5196
PRAMS Total,Smoked 3 months before Pregnancy,FALSE,TRUE,35.8,34.4,37.2,3095
Michigan,Smoked 3 months before Pregnancy,FALSE,TRUE,36.8,33.7,40.1,434
Hawaii,Smoked 3 months before Pregnancy,FALSE,FALSE,57.9,54.3,61.4,745
Utah,Smoked 3 months before Pregnancy,FALSE,FALSE,68,65,70.9,835
New Jersey,Smoked 3 months before Pregnancy,FALSE,TRUE,33.3,30.4,36.4,351
Maine,Smoked 3 months before Pregnancy,FALSE,FALSE,59.6,55.3,63.8,374
Minnesota,Smoked 3 months before Pregnancy,FALSE,FALSE,58.2,54.8,61.4,559
New Jersey,Smoked 3 months before Pregnancy,FALSE,FALSE,66.7,63.6,69.6,701
Maryland,Smoked 3 months before Pregnancy,FALSE,TRUE,33.4,29.4,37.7,458
Minnesota,Smoked 3 months before Pregnancy,FALSE,TRUE,41.8,38.6,45.2,418
Michigan,Smoked 3 months before Pregnancy,FALSE,FALSE,63.2,59.9,66.3,722
Hawaii,Smoked 3 months before Pregnancy,FALSE,TRUE,42.1,38.6,45.7,484
West Virginia,Smoked 3 months before Pregnancy,FALSE,FALSE,66.2,62.1,70,520
Maryland,Smoked 3 months before Pregnancy,FALSE,FALSE,66.6,62.3,70.6,740
West Virginia,Smoked 3 months before Pregnancy,FALSE,TRUE,33.8,30,37.9,276
Maine,Smoked 3 months before Pregnancy,FALSE,TRUE,40.4,36.2,44.7,279
Utah,Smoked 3 months before Pregnancy,FALSE,TRUE,32,29.1,35,395
PRAMS Total,Smoked 3 months before Pregnancy,TRUE,FALSE,74,71.6,76.3,2160
PRAMS Total,Smoked 3 months before Pregnancy,TRUE,TRUE,26,23.7,28.4,801
New Jersey,Smoked 3 months before Pregnancy,TRUE,FALSE,68.1,61.4,74.2,224
West Virginia,Smoked 3 months before Pregnancy,TRUE,TRUE,26.4,22.5,30.7,185
Michigan,Smoked 3 months before Pregnancy,TRUE,FALSE,76.1,71.4,80.3,332
Utah,Smoked 3 months before Pregnancy,TRUE,TRUE,24.9,18.1,33.4,41
West Virginia,Smoked 3 months before Pregnancy,TRUE,FALSE,73.6,69.3,77.5,572
Michigan,Smoked 3 months before Pregnancy,TRUE,TRUE,23.9,19.7,28.6,134
Utah,Smoked 3 months before Pregnancy,TRUE,FALSE,75.1,66.6,81.9,139
New Jersey,Smoked 3 months before Pregnancy,TRUE,TRUE,31.9,25.8,38.6,90
Hawaii,Smoked 3 months before Pregnancy,TRUE,FALSE,65.5,58.3,72.1,202
Hawaii,Smoked 3 months before Pregnancy,TRUE,TRUE,34.5,27.9,41.7,100
Maryland,Smoked 3 months before Pregnancy,TRUE,TRUE,17.9,11.6,26.5,47
Minnesota,Smoked 3 months before Pregnancy,TRUE,FALSE,69.7,63.6,75.1,240
Maine,Smoked 3 months before Pregnancy,TRUE,TRUE,22.3,17.4,28,85
Minnesota,Smoked 3 months before Pregnancy,TRUE,TRUE,30.3,24.9,36.4,119
Maine,Smoked 3 months before Pregnancy,TRUE,FALSE,77.7,72,82.6,265
Maryland,Smoked 3 months before Pregnancy,TRUE,FALSE,82.1,73.5,88.4,186
PRAMS Total,Smoked last 3 months of Pregnancy,FALSE,FALSE,65.3,64,66.6,6217
PRAMS Total,Smoked last 3 months of Pregnancy,FALSE,TRUE,34.7,33.4,36,3500
Hawaii,Smoked last 3 months of Pregnancy,FALSE,FALSE,59.2,55.9,62.5,882
Maryland,Smoked last 3 months of Pregnancy,FALSE,TRUE,31.3,27.7,35.3,489
Maryland,Smoked last 3 months of Pregnancy,FALSE,FALSE,68.7,64.7,72.3,844
Minnesota,Smoked last 3 months of Pregnancy,FALSE,TRUE,40.4,37.4,43.5,487
Maine,Smoked last 3 months of Pregnancy,FALSE,TRUE,36.8,33.1,40.6,312
Utah,Smoked last 3 months of Pregnancy,FALSE,FALSE,68.3,65.5,71.1,916
Utah,Smoked last 3 months of Pregnancy,FALSE,TRUE,31.7,28.9,34.5,421
Michigan,Smoked last 3 months of Pregnancy,FALSE,FALSE,65,62.1,67.8,884
Minnesota,Smoked last 3 months of Pregnancy,FALSE,FALSE,59.6,56.5,62.6,697
West Virginia,Smoked last 3 months of Pregnancy,FALSE,TRUE,31.7,28.4,35.3,326
Maine,Smoked last 3 months of Pregnancy,FALSE,FALSE,63.2,59.4,66.9,486
New Jersey,Smoked last 3 months of Pregnancy,FALSE,FALSE,66.4,63.6,69.2,822
New Jersey,Smoked last 3 months of Pregnancy,FALSE,TRUE,33.6,30.8,36.4,408
Michigan,Smoked last 3 months of Pregnancy,FALSE,TRUE,35,32.2,37.9,504
Hawaii,Smoked last 3 months of Pregnancy,FALSE,TRUE,40.8,37.5,44.1,553
West Virginia,Smoked last 3 months of Pregnancy,FALSE,FALSE,68.3,64.7,71.6,686
PRAMS Total,Smoked last 3 months of Pregnancy,TRUE,FALSE,76.8,73.4,80,1144
PRAMS Total,Smoked last 3 months of Pregnancy,TRUE,TRUE,23.2,20,26.6,396
Utah,Smoked last 3 months of Pregnancy,TRUE,TRUE,19.8,11,32.9,15
Maine,Smoked last 3 months of Pregnancy,TRUE,TRUE,22.7,16.3,30.7,53
Maryland,Smoked last 3 months of Pregnancy,TRUE,TRUE,14.7,6.3,30.8,15
West Virginia,Smoked last 3 months of Pregnancy,TRUE,TRUE,27.6,22.8,33,135
Hawaii,Smoked last 3 months of Pregnancy,TRUE,TRUE,38.3,26.6,51.6,31
Michigan,Smoked last 3 months of Pregnancy,TRUE,TRUE,22,16.5,28.7,64
Michigan,Smoked last 3 months of Pregnancy,TRUE,FALSE,78,71.3,83.5,170
Minnesota,Smoked last 3 months of Pregnancy,TRUE,FALSE,73.9,64.5,81.6,102
New Jersey,Smoked last 3 months of Pregnancy,TRUE,TRUE,25.4,17.4,35.5,33
Minnesota,Smoked last 3 months of Pregnancy,TRUE,TRUE,26.1,18.4,35.5,50
Maryland,Smoked last 3 months of Pregnancy,TRUE,FALSE,85.3,69.2,93.7,83
Utah,Smoked last 3 months of Pregnancy,TRUE,FALSE,80.2,67.1,89,57
Maine,Smoked last 3 months of Pregnancy,TRUE,FALSE,77.3,69.3,83.7,158
West Virginia,Smoked last 3 months of Pregnancy,TRUE,FALSE,72.4,67,77.2,406
New Jersey,Smoked last 3 months of Pregnancy,TRUE,FALSE,74.6,64.5,82.6,104
Hawaii,Smoked last 3 months of Pregnancy,TRUE,FALSE,61.7,48.4,73.4,64
